"","IdAlert","IdCluster","clusterLabel","event_date","primarySource","axe","secondarySource","AccessRisk","evaluation_status","severity","admin1Label","admin1_Id","admin2Label","admin2_Id","admin3Label","admin4Label","admin_4_Label","admin3_Id","hzLabel","hz_Id","Displaced","Returned","Affected","primarySource_id","descritpion","Alert_detail_id","Crisis_Id","hazard_type"
"26",4275,10,"Multisectoriel","2022-04-05","Caritas Kasongo","Vilages Nyange, Makungu Lulenge, Nyanga, Makungu, Ndolo, Matredi, Ngobongobo, Mageri, Kankamana","Antenne Humanitaire, CHB et autorités locales","Non","En attente d'évaluation","Une pluie diluvienne accompagnée du vent violant s'est abattu le 05 Avril 2022 dans les villages Nyange, Makungu Lulenge, Ndolo, Matredi, Ngobongobo, Mageri, Kankamana (groupements Basimimbi et Babungwe Sud). Ces pluies auraient causé plusieurs dégâts matériels et humains : destruction des articles essentiels ménagers (biens de la maison), destruction d’importants stocks vivriers (de riz, maïs et manioc cultivés pendant la saison A de l’année en cours), destruction des infrastructures publiques : école écroulée Institut Ibamba ; une Eglise Malkia wa Ubembe ; le centre de santé Makungu Lulenge et un Dispensaire totalement endommagés ; la perte en vies humaines de 3 personnes et une dizaine de personnes autres blessées. 785 maisons endommagées et/ou écroulées à Nyange ; Makungu 69 maisons endommagées, Ndolo 42 maisons ; Matredi 25 maisons ; Ngobongobo 35 maisons ; Mageri 32 ; Kankamana 32. En tout, 1051 maisons endommagées et 6252 personnes (1042 ménages sinistrés) vivent en familles d’accueil et dans les infrastructures publiques. Ils sont sans assistance à ce jour.","Sud-kivu","CD62","Fizi","CD6210","Ngandja","Babungwe-sud","NULL","NULL","Kimbi Lulenge","CD6210ZS02",6252,0,0,100179,"Une pluie diluvienne accompagnée du vent violant s'est abattu le 05 Avril 2022 dans les villages Nyange, Makungu Lulenge, Ndolo, Matredi, Ngobongobo, Mageri, Kankamana (groupements Basimimbi et Babungwe Sud). Ces pluies auraient causé plusieurs dégâts matériels et humains : destruction des articles essentiels ménagers (biens de la maison), destruction d’importants stocks vivriers (de riz, maïs et manioc cultivés pendant la saison A de l’année en cours), destruction des infrastructures publiques : école écroulée Institut Ibamba ; une Eglise Malkia wa Ubembe ; le centre de santé Makungu Lulenge et un Dispensaire totalement endommagés ; la perte en vies humaines de 3 personnes et une dizaine de personnes autres blessées. 785 maisons endommagées et/ou écroulées à Nyange ; Makungu 69 maisons endommagées, Ndolo 42 maisons ; Matredi 25 maisons ; Ngobongobo 35 maisons ; Mageri 32 ; Kankamana 32. En tout, 1051 maisons endommagées et 6252 personnes (1042 ménages sinistrés) vivent en familles d’accueil et dans les infrastructures publiques. Ils sont sans assistance à ce jour.",4620,"NULL",NA
"27",4274,10,"Multisectoriel","2022-03-29","Caritas Kasongo","villages Kibungu, Pungu, Basikakundu, Kibungu, Mimbi, Kipinduka, Makombo","Antenne Humanitaire, CHB et autorités locales","OUI","Evaluation terminée","Une pluie diluvienne s'est abattue dans les villages Kibungu et Pungu (respectivement situés dans les groupements Basimimbi et Basikasingo) durant la journée le 29 mars 2022.
Selon les sources concordantes, cette pluie aurait causé plusieurs dégâts matériels : destruction des articles essentiels ménagers, la destruction d’importants stocks vivriers (de riz, maïs et manioc cultivés pendant la saison A de l’année en cours), pollution des sources d’eau potable, la destruction des infrastructures publiques : école primaire Uzima qui compte au moins 411 élevés et Eglise de réveille Penuelle ; aucune perte en vie humaine n’a été enregistrée. Cependant, dans le groupement Basimimbi localité Basikakundu village Kibungu, 395 maisons auraient été endommagées dont 209 écroulées; au village Mimbi, 79 maisons écroulées, village Kipinduka 88 maisons écroulées et dans le groupement Basikasingo localité Makombo village Pungu 158 maisons endommagées dont 129 écroulées... En tout, 4214 personnes (845 ménages) passent nuit à la belle étoile et d’autre sont dans des familles d’accueil ayant perdu leurs moyens de subsistance... Au 06 avril, les sinistrés n'ont pas encore reçu d'assistance appropriée","Sud-kivu","CD62","Fizi","CD6210","Lulenge","Basimimbi","NULL","NULL","Kimbi Lulenge","CD6210ZS02",0,0,4214,100179,"Une pluie diluvienne s'est abattue dans les villages Kibungu et Pungu (respectivement situés dans les groupements Basimimbi et Basikasingo) durant la journée le 29 mars 2022.
Selon les sources concordantes, cette pluie aurait causé plusieurs dégâts matériels : destruction des articles essentiels ménagers, la destruction d’importants stocks vivriers (de riz, maïs et manioc cultivés pendant la saison A de l’année en cours), pollution des sources d’eau potable, la destruction des infrastructures publiques : école primaire Uzima qui compte au moins 411 élevés et Eglise de réveille Penuelle ; aucune perte en vie humaine n’a été enregistrée. Cependant, dans le groupement Basimimbi localité Basikakundu village Kibungu, 395 maisons auraient été endommagées dont 209 écroulées; au village Mimbi, 79 maisons écroulées, village Kipinduka 88 maisons écroulées et dans le groupement Basikasingo localité Makombo village Pungu 158 maisons endommagées dont 129 écroulées... En tout, 4214 personnes (845 ménages) passent nuit à la belle étoile et d’autre sont dans des familles d’accueil ayant perdu leurs moyens de subsistance... Au 06 avril, les sinistrés n'ont pas encore reçu d'assistance appropriée",4619,"NULL",NA
"28",4260,10,"Multisectoriel","2022-03-27","Transcultural Psychosocial Organisation","Isezya - Chez Evary","APDE et Caritas Kasongo","OUI","En attente d'évaluation","Dans la nuit du 27 mars aux environs minuit, un incendie s'est produit dans un ménage du village Isezya communement appellé ""chez Evari"" dans l'aire de santé de Kiluma. Cet incendie a touché 200 maisons d'habitations et commerciales (boutiques et Kiosques) et le marché du centre de négoce de ""chez Evari"". Au 30 mars,  7 personnes seraient morte et 5 grièvement blessées et la recherche d'autres corps se poursuit. Les ménages sinistrés sont présentement logés dans les églises dont l’église 8ème CEPAC Isezya et de la 40ème CECA, à l' EP Katchungu III et d'autres dans les familles d'accueil. Les sinistrés déplacés n'ont pas encore reçu d'assistance humanitaire et ont besoin d'assistances multisectorielle tels que les AME, WASH, NFI, Vivres et Santé...","Sud-kivu","CD62","Shabunda","CD6203","Bakisi","Bamuguba-sud","Isezya","CD620302050070","Mulungu","CD6203ZS03",1000,0,0,682,"Dans la nuit du 27 mars aux environs minuit, un incendie s'est produit dans un ménage du village Isezya communement appellé ""chez Evari"" dans l'aire de santé de Kiluma. Cet incendie a touché 200 maisons d'habitations et commerciales (boutiques et Kiosques) et le marché du centre de négoce de ""chez Evari"". Au 30 mars,  7 personnes seraient morte et 5 grièvement blessées et la recherche d'autres corps se poursuit. Les ménages sinistrés sont présentement logés dans les églises dont l’église 8ème CEPAC Isezya et de la 40ème CECA, à l' EP Katchungu III et d'autres dans les familles d'accueil. Les sinistrés déplacés n'ont pas encore reçu d'assistance humanitaire et ont besoin d'assistances multisectorielle tels que les AME, WASH, NFI, Vivres et Santé...",4605,"NULL",NA
"29",4259,10,"Multisectoriel","2022-03-21","Action pour la Protection et les Droits des Enfants","Axe Tchonka-Lulingu-Nduma","Caritas Kasongo et autorités locales","OUI","En attente d'évaluation","Suite à une série des pluies diluviennes abattues dans la zone de santé de Lulingu, quelques 812 maisons des habitants de cette zone auraient été détruites (dont plus de la moitié complétement emportées). En éducation, 8 écoles primaires étaient touchées, affectant la scolarité d’environ 3 510 élèves. En santé, 3 structures sanitaires étaient aussi touchées (CS Matamba, CS Lulingu, et l’HGR Lulingu. En sécurité alimentaire, 123 champs auraient été ravagés aussi 43 étangs picoles emportés par le débordement des eaux d’inondation. Au 30 mars, aucune assistance n’avait été donnée aux sinistrés. Les villages les plus affectés sont Matamba, Kabubi, Masagila, Tchelamazi, Kagoga, Makala, Zenzela, Nyamunkele, Nduma, Lolo nkuni, Kyankombe, Kifuko, Musweli, Byungu, Nyamitulamu, Ntuku, Lulingu, Wamery, Lukala, Tchonka, Kasase, Mumbano, Malimba, Mintoko, Makala, Kaligila, Milenda, Kimuluzi, Kivuko","Sud-kivu","CD62","Shabunda","CD6203","Bakisi","Bamuguba-nord","NULL","NULL","Lulingu","CD6203ZS02",0,0,0,100348,"Suite à une série des pluies diluviennes abattues dans la zone de santé de Lulingu, quelques 812 maisons des habitants de cette zone auraient été détruites (dont plus de la moitié complétement emportées). En éducation, 8 écoles primaires étaient touchées, affectant la scolarité d’environ 3 510 élèves. En santé, 3 structures sanitaires étaient aussi touchées (CS Matamba, CS Lulingu, et l’HGR Lulingu. En sécurité alimentaire, 123 champs auraient été ravagés aussi 43 étangs picoles emportés par le débordement des eaux d’inondation. Au 30 mars, aucune assistance n’avait été donnée aux sinistrés. Les villages les plus affectés sont Matamba, Kabubi, Masagila, Tchelamazi, Kagoga, Makala, Zenzela, Nyamunkele, Nduma, Lolo nkuni, Kyankombe, Kifuko, Musweli, Byungu, Nyamitulamu, Ntuku, Lulingu, Wamery, Lukala, Tchonka, Kasase, Mumbano, Malimba, Mintoko, Makala, Kaligila, Milenda, Kimuluzi, Kivuko",4604,"NULL",NA
"30",4253,10,"Multisectoriel","2022-03-12","Action pour la Protection et les Droits des Enfants","Quartiers Lupimbi, Mbangayo, Kitete, Mankulu","Autorités locales, société civile, centre de santé et certains leaders locaux","Non","En attente d'évaluation","Les quartiers Lupimbi, Mbangayo, Kitete, Mankulu et d’autres ont été victimes des inondations suite à une pluie diluvienne suivie des vents violents qui auraient emporté les toitures de leurs maisons et inondé d'autres biens de valeur.  L'inondation serait consécutive au croisement des rivières Ulindi et Yuyu dont les eaux se sont déversées dans les quartiers riverains. Les habitants de ces quartiers sont actuellement hébergés dans les familles d’accueil et d’autres dans les lieux publics.","Sud-kivu","CD62","Shabunda","CD6203","A.c. de shabunda","Lupimbi","NULL","NULL","Shabunda","CD6203ZS04",4760,0,0,100348,"Les quartiers Lupimbi, Mbangayo, Kitete, Mankulu et d’autres ont été victimes des inondations suite à une pluie diluvienne suivie des vents violents qui auraient emporté les toitures de leurs maisons et inondé d'autres biens de valeur.  L'inondation serait consécutive au croisement des rivières Ulindi et Yuyu dont les eaux se sont déversées dans les quartiers riverains. Les habitants de ces quartiers sont actuellement hébergés dans les familles d’accueil et d’autres dans les lieux publics.",4598,"NULL",NA
"31",4231,10,"Multisectoriel","2022-02-12","Société civile","Nyangezi","Autorités locales de Nyangezi, DIVAH, ONG DJPA etc","Non","En attente d'évaluation","Une forte pluie suivie des grêles se sont abattues à Nyangezi (dans les sous villages de Munya, Mazinzi, Cishashu, Rhandahi, Ciziba-Munya, Cibimbi, Kalengera, Ntendera, Cijeingiri, Lukananda, Kampi, Nguka et Camp Poste). Elles auraient emporté des toitures des maisons et endommagé les plantes dans plusieurs champs de culture vivrière et maraichère. En outre, 10 établissements scolaires auraient également été touchées. Aussi, 450 ménages ayant perdu leurs habitations seraient à ce jour sans abris.","Sud-kivu","CD62","Walungu","CD6207","Ngweshe","Karhongo","NULL","NULL","Nyangezi","CD6207ZS03",0,0,2250,918,"Une forte pluie suivie des grêles se sont abattues à Nyangezi (dans les sous villages de Munya, Mazinzi, Cishashu, Rhandahi, Ciziba-Munya, Cibimbi, Kalengera, Ntendera, Cijeingiri, Lukananda, Kampi, Nguka et Camp Poste). Elles auraient emporté des toitures des maisons et endommagé les plantes dans plusieurs champs de culture vivrière et maraichère. En outre, 10 établissements scolaires auraient également été touchées. Aussi, 450 ménages ayant perdu leurs habitations seraient à ce jour sans abris.",4577,"NULL",NA
"32",4218,10,"Multisectoriel","2022-02-12","CARITAS","Groupement de Karhongo/Nyangezi","Caritas Bukavu, autorités locales, Antenne Humanitaire de Walungu, etc","Non","En attente d'évaluation","Suite à une pluie torrentielle accompagnée des vents violents abattus dans le groupement de Karhongo/Nyangezi  dans l’après midi du 12  février 2022, des vastes étendues des champs auraient été dévastées et diverses cultures déracinées tandis plusieurs maisons d’habitation (nombre à déterminer) seraient détruites dans  les villages Cishashu et Cibimbi. Les cultures de Manioc, haricot, maïs et banane auraient été détruites et la population redoute des besoins énormes en sécurité alimentaire dans les mois à venir. Cette catastrophe intervient pendant que les agriculteurs venaient de terminer la semis de culture pour la saison culturale B. Le secteur le plus affecté jusque-là serait la sécurité alimentaire","Sud-kivu","CD62","Walungu","CD6207","Ngweshe","Karhongo","NULL","NULL","Nyangezi","CD6207ZS03",0,0,7500,212,"Suite à une pluie torrentielle accompagnée des vents violents abattus dans le groupement de Karhongo/Nyangezi  dans l’après midi du 12  février 2022, des vastes étendues des champs auraient été dévastées et diverses cultures déracinées tandis plusieurs maisons d’habitation (nombre à déterminer) seraient détruites dans  les villages Cishashu et Cibimbi. Les cultures de Manioc, haricot, maïs et banane auraient été détruites et la population redoute des besoins énormes en sécurité alimentaire dans les mois à venir. Cette catastrophe intervient pendant que les agriculteurs venaient de terminer la semis de culture pour la saison culturale B. Le secteur le plus affecté jusque-là serait la sécurité alimentaire",4563,"NULL",NA
"33",4212,10,"Multisectoriel","2022-02-05","Women and Children for Peace","Localité de Ramba","Administrateur de territoire, DIVAH Kalehe, autorités locales","Non","En attente d'évaluation","A la suite d'une forte pluie suivie des vents violents abattus dans la localité de Ramba, groupement de Mubugu, la nuit du 4 au 5 février, environs 510 maisons auraient été emportées. La population sinistrée a trouvé refuge dans les églises 5e CELPA, 8e CPAC de Ramba et d'autres dans les écoles primaires et secondaires qui n'ont pas été touchée par la catastrophe. Toutes les sources de puisage d'eau auraient été emportées, et au 08 février, il s'observerait une pénurie en eau potable. Aussi, les articles ménagers essentiels et d'autres objets de première nécessité, incluant les stocks des vivres et les fournitures scolaires des élèves auraient été emportés par les eaux de pluie. Ainsi, près de 2550  personnes seraient sans abris suite à cette situation. Les champs ravagés par les inondations. Les populations sinistrées seraient sans assistance jusqu'à ce jour.","Sud-kivu","CD62","Kalehe","CD6205","Buhavu","Mubuku","Ramba","CD620501060037","Kalehe","CD6205ZS02",0,0,2550,100488,"A la suite d'une forte pluie suivie des vents violents abattus dans la localité de Ramba, groupement de Mubugu, la nuit du 4 au 5 février, environs 510 maisons auraient été emportées. La population sinistrée a trouvé refuge dans les églises 5e CELPA, 8e CPAC de Ramba et d'autres dans les écoles primaires et secondaires qui n'ont pas été touchée par la catastrophe. Toutes les sources de puisage d'eau auraient été emportées, et au 08 février, il s'observerait une pénurie en eau potable. Aussi, les articles ménagers essentiels et d'autres objets de première nécessité, incluant les stocks des vivres et les fournitures scolaires des élèves auraient été emportés par les eaux de pluie. Ainsi, près de 2550  personnes seraient sans abris suite à cette situation. Les champs ravagés par les inondations. Les populations sinistrées seraient sans assistance jusqu'à ce jour.",4558,"NULL",NA
"34",4201,10,"Multisectoriel","2022-01-30","Société civile","Axe Uvira - Kagando (Kiliba)","Autorités locales, ONG locales, centre de santé et certains partenaires locaux","Non","Evaluation terminée","Dans la nuit du 30 au 31 janvier, une pluie diluvienne accompagnée par un vent violent, s’est abattue sur Kiliba dans la cité de Kagando. Cette pluie a causé le débordement des eaux de la rivière Kiliba qui ont ensuite emporté une centaine des maisons (dont une formation sanitaire) dans quelques quartiers de cette agglomération. Les quartiers les plus touchés seraient entre autres KILIBA ONDES, RUKANGAGA et RUSABAGI. Les toitures des maisons (dont celle d’une école primaire) auraient été emportées et des murs écroulés. Selon la même source, une centaine des familles sont sans abris et ont passé la nuit dans des bâtiments publics (écoles, églises, etc.). D’autres (nombre inconnu à l’heure du partage)) se trouvent dans des familles d’accueil où elles vivraient dans des conditions difficiles. Les autres quartiers Butaho, Hongero, Kahorohoro, Kavunge, Kabulimbo et Munanira seraient encore inondés par des eaux des pluies et de la rivière jusqu'à ce 31 janvier","Sud-kivu","CD62","Uvira","CD6208","A.c. de kiliba","Cite de kiliba","NULL","NULL","Ruzizi","CD6208ZS03",500,0,500,918,"Dans la nuit du 30 au 31 janvier, une pluie diluvienne accompagnée par un vent violent, s’est abattue sur Kiliba dans la cité de Kagando. Cette pluie a causé le débordement des eaux de la rivière Kiliba qui ont ensuite emporté une centaine des maisons (dont une formation sanitaire) dans quelques quartiers de cette agglomération. Les quartiers les plus touchés seraient entre autres KILIBA ONDES, RUKANGAGA et RUSABAGI. Les toitures des maisons (dont celle d’une école primaire) auraient été emportées et des murs écroulés. Selon la même source, une centaine des familles sont sans abris et ont passé la nuit dans des bâtiments publics (écoles, églises, etc.). D’autres (nombre inconnu à l’heure du partage)) se trouvent dans des familles d’accueil où elles vivraient dans des conditions difficiles. Les autres quartiers Butaho, Hongero, Kahorohoro, Kavunge, Kabulimbo et Munanira seraient encore inondés par des eaux des pluies et de la rivière jusqu'à ce 31 janvier",4547,"NULL",NA
"35",4191,3,"Articles Ménagers Essentiels-Abris","2021-12-03","Action Solidaire aux Vulnérables","Kolula-Mulungu Centre","Société civile","OUI","En attente d'évaluation","Dans les villages de Kolula, Amani, Nyangombe 1 et 2, Mulungu-centre, Kitandi, Plateaux, Minumbi, Lumpumpu, le vendredi du 03/12/2021, une pluie diluvienne accompagnée d'un vent violent a été suivi des dégâts matériels importants (toitures ou charpentes emportés, des maisons détruites (268 maisons), écroulement des murs des maisons des habitants, des écoles affectées et structures sanitaires (Centres de Santé de Kolula  et 5é CELPA). Selon l’ONG ASOV, environ 4536 personnes soit 756 ménages se sont déplacés par ces incidents vers les villages : Buloba, Kabukiki, Musingi, Mukimbi, Tusisi, Mapimo, Kifuko, Mulungu centre et plus au moins 15 Infrastructures sociales détruites. Aucune assistance n’est encore envisagée pour cette population sinistrée.","Sud-kivu","CD62","Shabunda","CD6203","Bakisi","Baliga","Kyabombwe","CD620302030089","Mulungu","CD6203ZS03",4536,0,9149,58,"Dans les villages de Kolula, Amani, Nyangombe 1 et 2, Mulungu-centre, Kitandi, Plateaux, Minumbi, Lumpumpu, le vendredi du 03/12/2021, une pluie diluvienne accompagnée d'un vent violent a été suivi des dégâts matériels importants (toitures ou charpentes emportés, des maisons détruites (268 maisons), écroulement des murs des maisons des habitants, des écoles affectées et structures sanitaires (Centres de Santé de Kolula  et 5é CELPA). Selon l’ONG ASOV, environ 4536 personnes soit 756 ménages se sont déplacés par ces incidents vers les villages : Buloba, Kabukiki, Musingi, Mukimbi, Tusisi, Mapimo, Kifuko, Mulungu centre et plus au moins 15 Infrastructures sociales détruites. Aucune assistance n’est encore envisagée pour cette population sinistrée.",4536,"NULL",NA
"36",4116,10,"Multisectoriel","2021-11-11","CARITAS","NULL","APDE, Autorités administratives","Non","En attente d'évaluation","Le 11 novembre 2021, Une pluie torrentielle accompagnée du vent violent a causé des dégâts matériels, bilan : les toitures de 930 maisons emportées, les murs écroulés, les Familles passent la nuit à la belle étoile, cette catastrophe a eu lieu dans les localités de : Tangila, Nyalukungu,Wasezya, Mwamba, Kiloza, Nsamba, Lugezi et Ndeya","Sud-kivu","CD62","Shabunda","CD6203","Wakabango","Nkulu","Penekusu i","CD620301040002","Kalole","CD6203ZS01",0,0,4650,212,"Le 11 novembre 2021, Une pluie torrentielle accompagnée du vent violent a causé des dégâts matériels, bilan : les toitures de 930 maisons emportées, les murs écroulés, les Familles passent la nuit à la belle étoile, cette catastrophe a eu lieu dans les localités de : Tangila, Nyalukungu,Wasezya, Mwamba, Kiloza, Nsamba, Lugezi et Ndeya",4453,"NULL",NA
"37",3904,10,"Multisectoriel","2021-05-27","Croix-Rouge de la République Démocratique du Congo","NULL","Division Provinciale Gestion des Urgences","Non","En attente d'évaluation","Suite à l'éruption du volcan Nyiragongo le 22 mai 2021, les autorités ont ordonnés l'évacuation d'une partie de la ville de Goma par mesure de prévention d'une autre éruption. Des milliers de personnes sont arrivent dans le territoire d'Uvira depuis le 27 mai 2021.","Sud-kivu","CD62","Uvira","CD6208","NULL","NULL","NULL","NULL","Ruzizi","CD6208ZS03",1879,0,0,321,"Suite à l'éruption du volcan Nyiragongo le 22 mai 2021, les autorités ont ordonnés l'évacuation d'une partie de la ville de Goma par mesure de prévention d'une autre éruption. Des milliers de personnes sont arrivent dans le territoire d'Uvira depuis le 27 mai 2021.",4202,"NULL",NA
"38",3904,10,"Multisectoriel","2021-05-27","Croix-Rouge de la République Démocratique du Congo","NULL","Division Provinciale Gestion des Urgences","Non","En attente d'évaluation","Suite à l'éruption du volcan Nyiragongo le 22 mai 2021, les autorités ont ordonnés l'évacuation d'une partie de la ville de Goma par mesure de prévention d'une autre éruption. Des milliers de personnes sont arrivent dans le territoire d'Uvira depuis le 27 mai 2021.","Sud-kivu","CD62","Uvira","CD6208","A.c. d'uvira","NULL","NULL","NULL","Uvira","CD6208ZS04",4758,0,0,321,"Suite à l'éruption du volcan Nyiragongo le 22 mai 2021, les autorités ont ordonnés l'évacuation d'une partie de la ville de Goma par mesure de prévention d'une autre éruption. Des milliers de personnes sont arrivent dans le territoire d'Uvira depuis le 27 mai 2021.",4203,"NULL",NA
"39",3903,10,"Multisectoriel","2021-05-27","Croix-Rouge de la République Démocratique du Congo","NULL","Division Provinciale Gestion des Urgences","Non","En attente d'évaluation","Suite à l'éruption du volcan Nyiragongo le 22 mai 2021, les autorités ont ordonnés l'évacuation d'une partie de la ville de Goma par mesure de prévention d'une autre éruption. Des milliers de personnes arrivent dans le territoire de Kabare depuis le 27 mai","Sud-kivu","CD62","Kabare","CD6202","NULL","NULL","NULL","NULL","Kabare","CD6202ZS01",4224,0,0,321,"Suite à l'éruption du volcan Nyiragongo le 22 mai 2021, les autorités ont ordonnés l'évacuation d'une partie de la ville de Goma par mesure de prévention d'une autre éruption. Des milliers de personnes arrivent dans le territoire de Kabare depuis le 27 mai",4199,"NULL",NA
"40",3903,10,"Multisectoriel","2021-05-27","Croix-Rouge de la République Démocratique du Congo","NULL","Division Provinciale Gestion des Urgences","Non","En attente d'évaluation","Suite à l'éruption du volcan Nyiragongo le 22 mai 2021, les autorités ont ordonnés l'évacuation d'une partie de la ville de Goma par mesure de prévention d'une autre éruption. Des milliers de personnes arrivent dans le territoire de Kabare depuis le 27 mai","Sud-kivu","CD62","Kabare","CD6202","NULL","NULL","NULL","NULL","Katana","CD6202ZS03",4320,0,0,321,"Suite à l'éruption du volcan Nyiragongo le 22 mai 2021, les autorités ont ordonnés l'évacuation d'une partie de la ville de Goma par mesure de prévention d'une autre éruption. Des milliers de personnes arrivent dans le territoire de Kabare depuis le 27 mai",4200,"NULL",NA
"41",3903,10,"Multisectoriel","2021-05-27","Croix-Rouge de la République Démocratique du Congo","NULL","Division Provinciale Gestion des Urgences","Non","En attente d'évaluation","Suite à l'éruption du volcan Nyiragongo le 22 mai 2021, les autorités ont ordonnés l'évacuation d'une partie de la ville de Goma par mesure de prévention d'une autre éruption. Des milliers de personnes arrivent dans le territoire de Kabare depuis le 27 mai","Sud-kivu","CD62","Kabare","CD6202","NULL","NULL","NULL","NULL","Miti-Murhesa","CD6202ZS04",3011,0,0,321,"Suite à l'éruption du volcan Nyiragongo le 22 mai 2021, les autorités ont ordonnés l'évacuation d'une partie de la ville de Goma par mesure de prévention d'une autre éruption. Des milliers de personnes arrivent dans le territoire de Kabare depuis le 27 mai",4201,"NULL",NA
"42",3902,10,"Multisectoriel","2021-05-27","Croix-Rouge de la République Démocratique du Congo","NULL","Division Provinciale Gestion des Urgences","Non","En attente d'évaluation","Suite à l'éruption du volcan Nyiragongo le 22 mai 2021, les autorités ont ordonnés l'évacuation d'une partie de la ville de Goma par mesure de prévention d'une autre éruption. des milliers de personnes sont arrivent à Bukavu depuis le 27 mai.","Sud-kivu","CD62","Bukavu","CD6201","NULL","NULL","NULL","NULL","Kadutu","CD6201ZS03",12669,0,0,321,"Suite à l'éruption du volcan Nyiragongo le 22 mai 2021, les autorités ont ordonnés l'évacuation d'une partie de la ville de Goma par mesure de prévention d'une autre éruption. des milliers de personnes sont arrivent à Bukavu depuis le 27 mai.",4197,"NULL",NA
"43",3901,10,"Multisectoriel","2021-05-27","Autre","Goma-Saké-Minova","Comite local de crise composé des leaders locaux et les membres du comité Idp.","Non","En attente d'évaluation","Suite à l'éruption du volcan Nyiragongo le 22 mai 2021, les autorités ont ordonnés l'évacuation d'une partie de la ville de Goma par mesure de prévention d'une autre éruption. des milliers de personnes sont arrivent dans le territoire de Kalehe notement à Minova depuis le 27 mai.","Sud-kivu","CD62","Kalehe","CD6205","Buloho","NULL","NULL","NULL","Minova","CD6205ZS04",43988,0,0,1,"Suite à l'éruption du volcan Nyiragongo le 22 mai 2021, les autorités ont ordonnés l'évacuation d'une partie de la ville de Goma par mesure de prévention d'une autre éruption. des milliers de personnes sont arrivent dans le territoire de Kalehe notement à Minova depuis le 27 mai.",4196,"NULL",NA
"44",3901,10,"Multisectoriel","2021-05-27","Autre","Goma-Saké-Minova","Comite local de crise composé des leaders locaux et les membres du comité Idp.","Non","En attente d'évaluation","Suite à l'éruption du volcan Nyiragongo le 22 mai 2021, les autorités ont ordonnés l'évacuation d'une partie de la ville de Goma par mesure de prévention d'une autre éruption. des milliers de personnes sont arrivent dans le territoire de Kalehe notement à Minova depuis le 27 mai.","Sud-kivu","CD62","Kalehe","CD6205","A.c. de kalehe","Kalehe","NULL","NULL","Kalehe","CD6205ZS02",13473,0,0,1,"Suite à l'éruption du volcan Nyiragongo le 22 mai 2021, les autorités ont ordonnés l'évacuation d'une partie de la ville de Goma par mesure de prévention d'une autre éruption. des milliers de personnes sont arrivent dans le territoire de Kalehe notement à Minova depuis le 27 mai.",4198,"NULL",NA
"45",3835,10,"Multisectoriel","2021-03-09","Autre","NULL","ONG VIJED, FIDEM, Comité humanitaire de base de Ngando","Non","En attente d'évaluation","Selon quelques sources locales : ONG VIJED, FIDEM, les radios locales et le Comité Humanitaire de base de Ngando, suite une grande pluie diluvienne accompagnée de la grêle qui s’est abattue le  09 mars sur les localités de Ngando, Kaboge, et Katundu, groupement de Balobola sept personnes auraient été foudroyées, blessées et puis sauvées de justesse, environ 30 hectares de champs et 39  étangs piscicoles détruits. 746 maisons d’habitations auraient été affectées totalement ou partiellement et auraient perdu leurs toitures, dont 11 églises et 7 écoles primaires ( E.P. Ngandu et E.P. Ndebendebe 1). Environ 1900 élèves n’étudient pas présentement. Une évaluation des besoins multisectoriels approfondie s’avère nécessaire pour mieux cerner les vulnérabilités due à cette catastrophe.","Sud-kivu","CD62","Mwenga","CD6212","Basile","Balobola","Ngando","CD621202020019","Mwenga","CD6212ZS05",0,0,600,1,"Selon quelques sources locales : ONG VIJED, FIDEM, les radios locales et le Comité Humanitaire de base de Ngando, suite une grande pluie diluvienne accompagnée de la grêle qui s’est abattue le  09 mars sur les localités de Ngando, Kaboge, et Katundu, groupement de Balobola sept personnes auraient été foudroyées, blessées et puis sauvées de justesse, environ 30 hectares de champs et 39  étangs piscicoles détruits. 746 maisons d’habitations auraient été affectées totalement ou partiellement et auraient perdu leurs toitures, dont 11 églises et 7 écoles primaires ( E.P. Ngandu et E.P. Ndebendebe 1). Environ 1900 élèves n’étudient pas présentement. Une évaluation des besoins multisectoriels approfondie s’avère nécessaire pour mieux cerner les vulnérabilités due à cette catastrophe.",4112,"NULL",NA
